wavelength,intensity1,intensity2,intensity3
499.933,1040.875,1064.472,1084.496
500.107,1056.554,1120.309,1078.376
500.28,1010.03,1114.533,1116.168
500.454,1039.408,1101.716,1139.042
500.627,1056.64,1095.439,1115.565
500.801,1050.613,1137.486,1186.569
500.974,1071.054,1112.387,1092.705
501.148,1062.116,1163.011,1115.554
501.321,1118.714,1171.739,1177.961
501.494,1056.225,1162.995,1136.842
501.668,1094.695,1164.474,1168.374
501.841,1081.582,1167.28,1163.538
502.015,1126.003,1195.233,1152.905
502.188,1110.587,1189.678,1142.549
502.362,1102.939,1183.947,1232.692
502.535,1080.012,1177.751,1207.307
502.708,1137.092,1225.972,1285.097
502.882,1156.283,1194.503,1227.631
503.055,1161.385,1232.51,1201.637
503.229,1155.58,1213.759,1223.755
503.402,1154.342,1216.235,1233.144
503.576,1168.434,1301.236,1308.547
503.749,1179.383,1290.836,1312.275
503.922,1209.776,1227.576,1263.558
504.096,1195.795,1300.573,1316.788
504.269,1195.161,1270.482,1251.851
504.443,1224.085,1237.988,1270.251
504.616,1237.612,1318.641,1316.993
504.79,1248.35,1295.239,1360.943
504.963,1243.064,1323.4,1356.124
505.136,1194.223,1359.017,1386.722
