wavelength,intensity1,intensity2,intensity3
494.903,832.665,831.173,821.831
495.077,853.843,831.118,822.708
495.25,847.661,839.999,848.251
495.424,885.815,856.76,839.941
495.597,836.451,859.552,826.561
495.771,834.011,837.25,867.877
495.944,841.881,809.088,884.606
496.118,898.989,895.062,904.542
496.291,892.324,865.065,825.714
496.464,901.242,886.786,890.997
496.638,869.904,875.21,916.604
496.811,910.8,896.472,867.372
496.985,954.799,892.196,897.799
497.158,934.827,920.896,919.35
497.332,946.768,899.968,946.279
497.505,921.833,901.267,928.076
497.679,934.746,949.204,902.839
497.852,952.454,912.248,917.418
498.026,915.227,901.506,905.957
498.199,909.195,943.491,955.979
498.372,884.921,915.431,929.701
498.546,939.472,919.964,966.839
498.719,949.457,931.689,940.275
498.893,919.913,923.03,962.243
499.066,963.597,946.293,947.56
499.24,971.631,945.166,945.738
499.413,986.506,992.323,991.179
499.587,967.939,982.55,952.844
499.76,1005.938,977.594,988.743
499.933,1001.402,1011.601,1019.319
500.107,974.545,972.147,972.714
500.28,1055.962,1001.876,1036.789
500.454,1036.372,1038.736,1045.761
500.627,1012.246,1030.065,1025.242
500.801,1018.097,1053.332,1017.29
500.974,1043.478,1053.771,1015.753
501.148,989.714,1055.449,1038.983
501.321,1045.963,1080.019,1062.708
501.494,1018.93,1032.785,1066.36
501.668,1057.401,1026.013,1078.741
501.841,1099.661,1103.323,1057.404
502.015,1025.441,1054.258,1066.926
502.188,1113.901,1071.427,1081.192
502.362,1054.81,1085.914,1062.875
502.535,1118.765,1092.062,1076.981
502.708,1130.936,1086.368,1088.536
502.882,1089.595,1120.142,1147.965
503.055,1101.732,1104.312,1114.906
503.229,1064.424,1090.043,1104.861
