lambda,T_skim_2ml,T_half_full,T_full
548.786,89.037,0,0
548.958,89.066,0,0
549.13,88.999,0,0
549.302,89,0,0
549.474,88.884,0,0
549.647,88.889,0,0
549.819,88.903,0,0
549.991,88.94,0,0
550.163,88.972,0,0
550.335,89.03,0,0
550.507,89.035,0,0
550.679,89.068,0,0
550.852,89.053,0,0
551.024,89.051,0,0
551.196,89.088,0,0
551.368,89.163,0,0
551.54,89.183,0,0
551.712,89.115,0,0
551.884,89.118,0,0
552.057,89.034,0,0
552.229,88.925,0,0
552.401,88.937,0,0
552.573,89.003,0,0
552.745,88.952,0,0
552.917,88.969,0,0
553.09,88.927,0,0
553.262,88.864,0,0
553.434,88.797,0,0
553.606,88.76,0,0
553.778,88.721,0,0
553.95,88.696,0,0
554.123,88.66,0,0
554.295,88.685,0,0
554.467,88.658,0,0
554.639,88.638,0,0
554.811,88.674,0,0
554.984,88.716,0,0
555.156,88.754,0,0
555.328,88.88,0,0
555.5,88.942,0,0
555.672,88.972,0,0
555.844,88.93,0,0
556.017,89.04,0,0
556.189,89.037,0,0
556.361,89.089,0,0
556.533,89.138,0,0
556.705,89.159,0,0
556.878,89.166,0,0
557.05,89.148,0,0
557.222,89.156,0,0
557.394,89.163,0,0
557.567,89.125,0,0
557.739,89.201,0,0
557.911,89.249,0,0
558.083,89.35,0,0
558.255,89.421,0,0
558.428,89.458,0,0
558.6,89.461,0,0
558.772,89.564,0,0
558.944,89.645,0,0
559.116,89.771,0,0
559.289,89.898,0,0
559.461,90.011,0,0
559.633,90.016,0,0
559.805,90.136,0,0
559.978,90.2,0,0
560.15,90.322,0,0
560.322,90.302,0,0
560.494,90.3,0,0
560.667,90.308,0,0
560.839,90.341,0,0
561.011,90.322,0,0
561.183,90.29,0,0
561.356,90.331,0,0
561.528,90.333,0,0
561.7,90.346,0,0
561.872,90.346,0,0
562.045,90.335,0,0
562.217,90.246,0,0
562.389,90.22,0,0
562.561,90.087,0,0
562.734,90.102,0,0
562.906,90.17,0,0
563.078,90.175,0,0
563.25,90.14,0,0
563.423,90.157,0,0
563.595,90.233,0,0
563.767,90.318,0,0
563.939,90.456,0,0
564.112,90.555,0,0
564.284,90.623,0,0
564.456,90.629,0,0
564.629,90.715,0,0
564.801,90.819,0,0
564.973,90.951,0,0
565.145,91.056,0,0
565.318,91.191,0,0
565.49,91.222,0,0
565.662,91.231,0,0
565.835,91.328,0,0
566.007,91.348,0,0
566.179,91.47,0,0
566.351,91.508,0,0
566.524,91.576,0,0
566.696,91.497,0,0
566.868,91.554,0,0
567.041,91.646,0,0
567.213,91.653,0,0
567.385,91.672,0,0
567.558,91.711,0,0
567.73,91.73,0,0
567.902,91.637,0,0
568.074,91.544,0,0
568.247,91.471,0,0
568.419,91.33,0,0
568.591,91.217,0,0
568.764,91.169,0,0
568.936,91.11,0,0
569.108,91.111,0,0
569.281,91.164,0,0
569.453,91.125,0,0
569.625,91.102,0,0
569.798,91.164,0,0
569.97,91.293,0,0
570.142,91.347,0,0
570.315,91.404,0,0
570.487,91.44,0,0
570.659,91.575,0,0
570.832,91.713,0,0
571.004,91.9,0,0
571.176,92.027,0,0
571.349,92.08,0,0
571.521,92.125,0,0
571.693,92.127,0,0
571.866,92.156,0,0
572.038,92.11,0,0
572.21,92.057,0,0
572.383,91.985,0,0
572.555,91.893,0,0
572.728,91.849,0,0
572.9,91.788,0,0
573.072,91.74,0,0
573.245,91.747,0,0
573.417,91.806,0,0
573.589,91.795,0,0
573.762,91.841,0,0
573.934,91.841,0,0
574.106,91.848,0,0
574.279,91.796,0,0
574.451,91.789,0,0
574.624,91.845,0,0
574.796,91.901,0,0
574.968,91.927,0,0
575.141,91.936,0,0
575.313,91.943,0,0
575.485,92.081,0,0
575.658,92.193,0,0
575.83,92.274,0,0
576.003,92.373,0,0
576.175,92.439,0,0
576.347,92.481,0,0
576.52,92.472,0,0
576.692,92.571,0,0
576.865,92.679,0,0
577.037,92.719,0,0
577.209,92.817,0,0
577.382,92.958,0,0
577.554,93.119,0,0
577.727,93.249,0,0
577.899,93.293,0,0
578.071,93.285,0,0
578.244,93.322,0,0
578.416,93.304,0,0
578.589,93.33,0,0
578.761,93.306,0,0
578.933,93.278,0,0
579.106,93.271,0,0
579.278,93.313,0,0
579.451,93.354,0,0
579.623,93.445,0,0
579.796,93.474,0,0
579.968,93.536,0,0
580.14,93.584,0,0
580.313,93.533,0,0
580.485,93.472,0,0
580.658,93.387,0,0
580.83,93.389,0,0
581.003,93.346,0,0
581.175,93.258,0,0
581.347,93.271,0,0
581.52,93.294,0,0
581.692,93.31,0,0
581.865,93.339,0,0
582.037,93.258,0,0
582.21,93.229,0,0
582.382,93.301,0,0
582.555,93.318,0,0
582.727,93.364,0,0
582.899,93.409,0,0
583.072,93.433,0,0
583.244,93.571,0,0
583.417,93.721,0,0
583.589,93.825,0,0
583.762,93.923,0,0
583.934,93.975,0,0
584.107,94.047,0,0
584.279,94.021,0,0
584.452,93.96,0,0
584.624,93.931,0,0
584.797,93.897,0,0
584.969,93.875,0,0
585.142,93.881,0,0
585.314,93.914,0,0
585.486,94.045,0,0
585.659,94.103,0,0
585.831,94.174,0,0
586.004,94.191,0,0
586.176,94.135,0,0
586.349,94.167,0,0
586.521,94.186,0,0
586.694,94.151,0,0
586.866,94.113,0,0
587.039,94.078,0,0
587.211,94.012,0,0
587.384,94.045,0,0
587.556,93.984,0,0
587.729,93.942,0,0
587.901,93.824,0,0
588.074,93.811,0,0
588.246,93.803,0,0
588.419,93.743,0,0
588.591,93.769,0,0
588.764,93.792,0,0
588.936,93.841,0,0
589.109,93.845,0,0
589.281,93.969,0,0
589.454,94.122,0,0
589.626,94.344,0,0
589.799,94.533,0,0
589.972,94.691,0,0
590.144,94.835,0,0
590.317,94.971,0,0
590.489,95.097,0,0
590.662,95.178,0,0
590.834,95.227,0,0
591.007,95.249,0,0
591.179,95.292,0,0
591.352,95.271,0,0
591.524,95.293,0,0
591.697,95.281,0,0
591.869,95.253,0,0
592.042,95.179,0,0
592.214,95.163,0,0
592.387,95.036,0,0
592.56,95.013,0,0
592.732,94.968,0,0
592.905,94.785,0,0
593.077,94.653,0,0
593.25,94.569,0,0
593.422,94.665,0,0
593.595,94.767,0,0
593.767,94.932,0,0
593.94,95.031,0,0
594.113,95.075,0,0
594.285,95.143,0,0
594.458,95.213,0,0
594.63,95.302,0,0
594.803,95.398,0,0
594.975,95.543,0,0
595.148,95.664,0,0
595.321,95.738,0,0
595.493,95.77,0,0
595.666,95.866,0,0
595.838,95.989,0,0
596.011,95.987,0,0
596.183,95.98,0,0
596.356,95.973,0,0
596.529,95.966,0,0
596.701,95.971,0,0
596.874,95.903,0,0
597.046,95.768,0,0
597.219,95.703,0,0
597.392,95.718,0,0
597.564,95.75,0,0
597.737,95.766,0,0
597.909,95.77,0,0
598.082,95.778,0,0
598.255,95.769,0,0
598.427,95.881,0,0
598.6,95.918,0,0
598.772,95.976,0,0
598.945,96.036,0,0
599.118,96.152,0,0
599.29,96.163,0,0
599.463,96.221,0,0
599.635,96.334,0,0
599.808,96.454,0,0
599.981,96.519,0,0
600.153,96.473,0,0
600.326,96.452,0,0
600.498,96.48,0,0
600.671,96.507,0,0
600.844,96.565,0,0
601.016,96.628,0,0
601.189,96.555,0,0
601.362,96.544,0,0
601.534,96.6,0,0
601.707,96.629,0,0
601.88,96.677,0,0
602.052,96.695,0,0
602.225,96.742,0,0
602.397,96.704,0,0
602.57,96.714,0,0
602.743,96.685,0,0
602.915,96.748,0,0
603.088,96.803,0,0
603.261,96.928,0,0
603.433,97.031,0,0
603.606,97.124,0,0
603.779,97.233,0,0
603.951,97.362,0,0
604.124,97.452,0,0
604.297,97.518,0,0
604.469,97.573,0,0
604.642,97.616,0,0
604.815,97.637,0,0
604.987,97.609,0,0
605.16,97.596,0,0
605.333,97.558,0,0
605.505,97.617,0,0
605.678,97.619,0,0
605.851,97.561,0,0
606.023,97.559,0,0
606.196,97.545,0,0
606.369,97.525,0,0
606.541,97.474,0,0
606.714,97.41,0,0
606.887,97.369,0,0
607.059,97.251,0,0
607.232,97.217,0,0
607.405,97.212,0,0
607.577,97.211,0,0
607.75,97.198,0,0
607.923,97.287,0,0
608.096,97.314,0,0
608.268,97.264,0,0
608.441,97.182,0,0
608.614,97.1,0,0
608.786,97.033,0,0
608.959,96.995,0,0
609.132,96.999,0,0
609.304,97.054,0,0
609.477,97.116,0,0
609.65,97.16,0,0
609.823,97.171,0,0
609.995,97.28,0,0
610.168,97.461,0,0
610.341,97.585,0,0
610.513,97.671,0,0
610.686,97.627,0,0
610.859,97.577,0,0
611.032,97.587,0,0
611.204,97.551,0,0
611.377,97.622,0,0
611.55,97.711,0,0
611.723,97.778,0,0
611.895,97.835,0,0
612.068,97.832,0,0
612.241,97.73,0,0
612.413,97.654,0,0
612.586,97.559,0,0
612.759,97.474,0,0
612.932,97.458,0,0
613.104,97.425,0,0
613.277,97.426,0,0
613.45,97.468,0,0
613.623,97.487,0,0
613.795,97.499,0,0
613.968,97.562,0,0
614.141,97.65,0,0
614.314,97.74,0,0
614.486,97.857,0,0
614.659,97.99,0,0
614.832,98.028,0,0
615.005,98.143,0,0
615.177,98.233,0,0
615.35,98.339,0,0
615.523,98.483,0,0
615.696,98.618,0,0
615.869,98.648,0,0
616.041,98.673,0,0
616.214,98.698,0,0
616.387,98.681,0,0
616.56,98.682,0,0
616.732,98.69,0,0
616.905,98.699,0,0
617.078,98.795,0,0
617.251,98.779,0,0
617.424,98.703,0,0
617.596,98.69,0,0
617.769,98.635,0,0
617.942,98.653,0,0
618.115,98.678,0,0
618.288,98.685,0,0
618.46,98.716,0,0
618.633,98.735,0,0
618.806,98.771,0,0
618.979,98.721,0,0
619.151,98.725,0,0
619.324,98.678,0,0
619.497,98.581,0,0
619.67,98.479,0,0
619.843,98.43,0,0
620.016,98.379,0,0
620.188,98.414,0,0
620.361,98.453,0,0
620.534,98.368,0,0
620.707,98.345,0,0
620.88,98.367,0,0
621.052,98.401,0,0
621.225,98.478,0,0
621.398,98.487,0,0
621.571,98.555,0,0
621.744,98.752,0,0
621.917,98.949,0,0
622.089,99.149,0,0
622.262,99.269,0,0
622.435,99.407,0,0
622.608,99.528,0,0
622.781,99.58,0,0
622.954,99.664,0,0
623.126,99.748,0,0
623.299,99.836,0,0
623.472,99.84,0,0
623.645,99.807,0,0
623.818,99.904,0,0
623.991,99.942,0,0
624.163,99.938,0,0
624.336,99.837,0,0
624.509,99.731,0,0
624.682,99.63,0,0
624.855,99.569,0,0
625.028,99.52,0,0
625.201,99.49,0,0
625.373,99.439,0,0
625.546,99.392,0,0
625.719,99.383,0,0
625.892,99.41,0,0
626.065,99.458,0,0
626.238,99.462,0,0
626.411,99.456,0,0
626.584,99.496,0,0
626.756,99.464,0,0
626.929,99.487,0,0
627.102,99.584,0,0
627.275,99.764,0,0
627.448,99.944,0,0
627.621,100.045,0,0
627.794,100.175,0,0
627.967,100.304,0,0
628.139,100.306,0,0
628.312,100.312,0,0
628.485,100.324,0,0
628.658,100.481,0,0
628.831,100.595,0,0
629.004,100.623,0,0
629.177,100.674,0,0
629.35,100.712,0,0
629.523,100.712,0,0
629.696,100.718,0,0
629.868,100.725,0,0
630.041,100.724,0,0
630.214,100.634,0,0
630.387,100.5,0,0
630.56,100.371,0,0
630.733,100.284,0,0
630.906,100.247,0,0
631.079,100.258,0,0
631.252,100.199,0,0
631.425,100.153,0,0
631.598,100.089,0,0
631.77,100.023,0,0
631.943,99.992,0,0
632.116,99.913,0,0
632.289,99.855,0,0
632.462,99.888,0,0
632.635,99.975,0,0
632.808,100.117,0,0
632.981,100.192,0,0
633.154,100.239,0,0
633.327,100.292,0,0
633.5,100.326,0,0
633.673,100.337,0,0
633.846,100.331,0,0
634.019,100.312,0,0
634.192,100.286,0,0
634.365,100.233,0,0
634.537,100.235,0,0
634.71,100.27,0,0
634.883,100.335,0,0
635.056,100.407,0,0
635.229,100.418,0,0
635.402,100.335,0,0
635.575,100.3,0,0
635.748,100.365,0,0
635.921,100.451,0,0
636.094,100.505,0,0
636.267,100.547,0,0
636.44,100.616,0,0
636.613,100.699,0,0
636.786,100.739,0,0
636.959,100.755,0,0
637.132,100.741,0,0
637.305,100.746,0,0
637.478,100.718,0,0
637.651,100.701,0,0
637.824,100.725,0,0
637.997,100.734,0,0
638.17,100.726,0,0
638.343,100.731,0,0
638.516,100.752,0,0
638.689,100.782,0,0
638.862,100.837,0,0
639.035,100.907,0,0
639.208,100.956,0,0
639.381,101.031,0,0
639.554,101.095,0,0
639.727,101.253,0,0
639.9,101.478,0,0
640.073,101.635,0,0
640.246,101.781,0,0
640.419,101.897,0,0
640.592,102.008,0,0
640.765,102.064,0,0
640.938,102.079,0,0
641.111,102.058,0,0
641.284,102.012,0,0
641.457,101.969,0,0
641.63,101.929,0,0
641.803,101.911,0,0
641.976,101.879,0,0
642.149,101.762,0,0
642.322,101.639,0,0
642.495,101.573,0,0
642.668,101.547,0,0
642.841,101.483,0,0
643.014,101.441,0,0
643.187,101.454,0,0
643.36,101.468,0,0
643.533,101.49,0,0
643.706,101.501,0,0
643.879,101.567,0,0
644.052,101.621,0,0
644.225,101.586,0,0
644.398,101.604,0,0
644.571,101.692,0,0
644.744,101.81,0,0
644.917,101.956,0,0
645.09,102.121,0,0
645.264,102.273,0,0
645.437,102.349,0,0
645.61,102.439,0,0
645.783,102.513,0,0
645.956,102.518,0,0
646.129,102.507,0,0
646.302,102.518,0,0
646.475,102.59,0,0
646.648,102.605,0,0
646.821,102.594,0,0
646.994,102.586,0,0
647.167,102.623,0,0
647.34,102.719,0,0
647.513,102.804,0,0
647.686,102.859,0,0
647.86,102.978,0,0
648.033,103.023,0,0
648.206,102.991,0,0
648.379,102.97,0,0
648.552,103.032,0,0
648.725,103.175,0,0
648.898,103.275,0,0
649.071,103.411,0,0
649.244,103.567,0,0
649.417,103.647,0,0
649.59,103.617,0,0
649.763,103.629,0,0
649.937,103.648,0,0
650.11,103.646,0,0
650.283,103.644,0,0
650.456,103.615,0,0
650.629,103.574,0,0
650.802,103.455,0,0
650.975,103.392,0,0
651.148,103.349,0,0
651.321,103.311,0,0
651.495,103.25,0,0
651.668,103.145,0,0
651.841,103.109,0,0
652.014,103.078,0,0
652.187,102.954,0,0
652.36,102.876,0,0
652.533,102.865,0,0
652.706,102.861,0,0
652.879,102.881,0,0
653.053,102.858,0,0
653.226,102.936,0,0
653.399,103.055,0,0
653.572,103.128,0,0
653.745,103.183,0,0
653.918,103.241,0,0
654.091,103.257,0,0
654.265,103.273,0,0
654.438,103.278,0,0
654.611,103.288,0,0
654.784,103.314,0,0
654.957,103.336,0,0
655.13,103.279,0,0
655.303,103.218,0,0
655.477,103.208,0,0
655.65,103.177,0,0
655.823,103.289,0,0
655.996,103.521,0,0
656.169,103.66,0,0
656.342,103.797,0,0
656.515,103.937,0,0
656.689,104.059,0,0
656.862,104.165,0,0
657.035,104.203,0,0
657.208,104.254,0,0
657.381,104.25,0,0
657.554,104.216,0,0
657.728,104.21,0,0
657.901,104.23,0,0
658.074,104.23,0,0
658.247,104.198,0,0
658.42,104.218,0,0
658.594,104.174,0,0
658.767,104.093,0,0
658.94,103.966,0,0
659.113,103.807,0,0
659.286,103.628,0,0
659.459,103.518,0,0
659.633,103.502,0,0
659.806,103.56,0,0
659.979,103.737,0,0
660.152,103.841,0,0
660.325,103.889,0,0
660.499,103.929,0,0
660.672,103.976,0,0
660.845,103.976,0,0
661.018,103.993,0,0
661.191,103.938,0,0
661.365,103.929,0,0
661.538,103.886,0,0
661.711,103.984,0,0
661.884,104.128,0,0
662.057,104.225,0,0
662.231,104.253,0,0
662.404,104.234,0,0
662.577,104.161,0,0
662.75,104.088,0,0
662.924,104.034,0,0
663.097,104.005,0,0
663.27,104,0,0
663.443,104.044,0,0
663.616,104.065,0,0
663.79,104.097,0,0
663.963,104.057,0,0
664.136,104.005,0,0
664.309,103.941,0,0
664.483,103.942,0,0
664.656,104,0,0
664.829,104.109,0,0
665.002,104.154,0,0
665.176,104.24,0,0
665.349,104.357,0,0
665.522,104.523,0,0
665.695,104.689,0,0
665.869,104.904,0,0
666.042,105.057,0,0
666.215,105.147,0,0
666.388,105.234,0,0
666.562,105.306,0,0
666.735,105.348,0,0
666.908,105.384,0,0
667.081,105.348,0,0
667.255,105.274,0,0
667.428,105.137,0,0
667.601,104.934,0,0
667.774,104.672,0,0
667.948,104.386,0,0
668.121,104.172,0,0
668.294,104.079,0,0
668.467,104.051,0,0
668.641,104.021,0,0
668.814,104.085,0,0
668.987,104.18,0,0
669.161,104.319,0,0
669.334,104.549,0,0
669.507,104.793,0,0
669.68,105.028,0,0
669.854,105.239,0,0
670.027,105.464,0,0
670.2,105.622,0,0
670.374,105.782,0,0
670.547,105.977,0,0
670.72,106.083,0,0
670.893,106.134,0,0
671.067,106.148,0,0
671.24,106.158,0,0
671.413,106.168,0,0
671.587,106.13,0,0
671.76,106.031,0,0
671.933,105.943,0,0
672.107,105.802,0,0
672.28,105.703,0,0
672.453,105.532,0,0
672.627,105.349,0,0
672.8,105.177,0,0
672.973,105.112,0,0
673.146,105.039,0,0
673.32,104.966,0,0
673.493,104.905,0,0
673.666,104.847,0,0
673.84,104.897,0,0
674.013,104.954,0,0
674.186,105,0,0
674.36,105.021,0,0
674.533,105.042,0,0
674.706,105.06,0,0
674.88,105.039,0,0
675.053,105.105,0,0
675.226,105.151,0,0
675.4,105.133,0,0
675.573,105.156,0,0
675.746,105.138,0,0
675.92,105.126,0,0
676.093,105.163,0,0
676.266,105.224,0,0
676.44,105.335,0,0
676.613,105.387,0,0
676.787,105.446,0,0
676.96,105.569,0,0
677.133,105.73,0,0
677.307,105.896,0,0
677.48,106.053,0,0
677.653,106.281,0,0
677.827,106.494,0,0
678,106.793,0,0
678.173,107.021,0,0
678.347,107.164,0,0
678.52,107.222,0,0
678.694,107.162,0,0
678.867,107.063,0,0
679.04,106.912,0,0
679.214,106.732,0,0
679.387,106.491,0,0
679.56,106.3,0,0
679.734,106.121,0,0
679.907,105.974,0,0
680.081,105.848,0,0
680.254,105.806,0,0
680.427,105.832,0,0
680.601,105.911,0,0
680.774,105.984,0,0
680.948,105.993,0,0
681.121,106.045,0,0
681.294,106.123,0,0
681.468,106.147,0,0
681.641,106.168,0,0
681.814,106.215,0,0
681.988,106.255,0,0
682.161,106.433,0,0
682.335,106.539,0,0
682.508,106.561,0,0
682.682,106.486,0,0
682.855,106.337,0,0
683.028,106.241,0,0
683.202,106.158,0,0
683.375,106.147,0,0
683.549,106.213,0,0
683.722,106.304,0,0
683.895,106.372,0,0
684.069,106.524,0,0
684.242,106.585,0,0
684.416,106.644,0,0
684.589,106.658,0,0
684.763,106.688,0,0
684.936,106.658,0,0
685.109,106.564,0,0
685.283,106.564,0,0
685.456,106.553,0,0
685.63,106.464,0,0
685.803,106.421,0,0
685.977,106.366,0,0
686.15,106.359,0,0
686.323,106.375,0,0
686.497,106.331,0,0
686.67,106.213,0,0
686.844,106.071,0,0
687.017,105.965,0,0
687.191,105.998,0,0
687.364,106.082,0,0
687.538,106.271,0,0
687.711,106.463,0,0
687.885,106.604,0,0
688.058,106.727,0,0
688.231,106.873,0,0
688.405,106.875,0,0
688.578,106.856,0,0
688.752,106.869,0,0
688.925,106.953,0,0
689.099,107.02,0,0
689.272,107.067,0,0
689.446,107.108,0,0
689.619,107.073,0,0
689.793,107.061,0,0
689.966,107.068,0,0
690.14,107.036,0,0
690.313,107.032,0,0
690.487,107.029,0,0
690.66,107.006,0,0
690.834,106.987,0,0
691.007,106.983,0,0
691.181,106.97,0,0
691.354,106.965,0,0
691.528,106.931,0,0
691.701,106.93,0,0
691.875,106.925,0,0
692.048,106.878,0,0
692.222,106.882,0,0
692.395,106.875,0,0
692.569,106.761,0,0
692.742,106.682,0,0
692.916,106.587,0,0
693.089,106.495,0,0
693.263,106.43,0,0
693.436,106.332,0,0
693.61,106.246,0,0
693.783,106.166,0,0
693.957,106.2,0,0
694.13,106.275,0,0
694.304,106.401,0,0
694.477,106.577,0,0
694.651,106.817,0,0
694.824,107.088,0,0
694.998,107.303,0,0
695.171,107.442,0,0
695.345,107.525,0,0
695.518,107.582,0,0
695.692,107.629,0,0
695.865,107.704,0,0
696.039,107.753,0,0
696.213,107.736,0,0
696.386,107.812,0,0
696.56,107.737,0,0
696.733,107.644,0,0
696.907,107.549,0,0
697.08,107.458,0,0
697.254,107.409,0,0
697.427,107.414,0,0
697.601,107.415,0,0
697.774,107.485,0,0
697.948,107.595,0,0
698.122,107.781,0,0
698.295,107.989,0,0
698.469,108.256,0,0
698.642,108.545,0,0
698.816,108.877,0,0
698.989,109.137,0,0
699.163,109.358,0,0
699.337,109.615,0,0
699.51,109.765,0,0
699.684,109.819,0,0
699.857,109.771,0,0
700.031,109.613,0,0
700.204,109.308,0,0
700.378,108.995,0,0
700.552,108.666,0,0
700.725,108.22,0,0
700.899,107.963,0,0
701.072,107.684,0,0
701.246,107.454,0,0
701.419,107.22,0,0
701.593,106.988,0,0
701.767,106.844,0,0
701.94,106.802,0,0
702.114,106.88,0,0
702.287,107.056,0,0
702.461,107.38,0,0
702.635,107.757,0,0
702.808,108.097,0,0
702.982,108.416,0,0
703.155,108.723,0,0
703.329,108.998,0,0
703.503,109.176,0,0
703.676,109.257,0,0
703.85,109.275,0,0
704.023,109.235,0,0
704.197,109.195,0,0
704.371,109.183,0,0
704.544,109.225,0,0
704.718,109.245,0,0
704.892,109.215,0,0
705.065,109.188,0,0
705.239,109.073,0,0
705.412,108.965,0,0
705.586,108.789,0,0
705.76,108.532,0,0
705.933,108.317,0,0
706.107,108.181,0,0
706.281,108.157,0,0
706.454,108.205,0,0
706.628,108.297,0,0
706.802,108.349,0,0
706.975,108.325,0,0
707.149,108.292,0,0
707.322,108.224,0,0
707.496,108.169,0,0
707.67,108.225,0,0
707.843,108.341,0,0
708.017,108.477,0,0
708.191,108.65,0,0
708.364,108.848,0,0
708.538,109.09,0,0
708.712,109.353,0,0
708.885,109.574,0,0
709.059,109.724,0,0
709.233,109.938,0,0
709.406,110.068,0,0
709.58,110.075,0,0
709.754,109.996,0,0
709.927,109.889,0,0
710.101,109.837,0,0
710.275,109.866,0,0
710.448,109.854,0,0
710.622,109.762,0,0
710.796,109.6,0,0
710.969,109.401,0,0
711.143,109.232,0,0
711.317,109.136,0,0
711.49,109.111,0,0
711.664,109.132,0,0
711.838,109.215,0,0
712.011,109.324,0,0
712.185,109.444,0,0
712.359,109.575,0,0
712.533,109.708,0,0
712.706,109.86,0,0
712.88,110.007,0,0
713.054,110.143,0,0
713.227,110.205,0,0
713.401,110.208,0,0
713.575,110.15,0,0
713.748,110.028,0,0
713.922,109.938,0,0
714.096,109.872,0,0
714.27,109.821,0,0
714.443,109.725,0,0
714.617,109.633,0,0
714.791,109.517,0,0
714.964,109.382,0,0
715.138,109.285,0,0
715.312,109.198,0,0
715.486,109.104,0,0
715.659,109.071,0,0
715.833,109.071,0,0
716.007,109.147,0,0
716.181,109.221,0,0
716.354,109.286,0,0
716.528,109.374,0,0
716.702,109.388,0,0
716.875,109.415,0,0
717.049,109.437,0,0
717.223,109.438,0,0
717.397,109.274,0,0
717.57,109.127,0,0
717.744,109.028,0,0
717.918,108.893,0,0
718.092,108.772,0,0
718.265,108.699,0,0
718.439,108.738,0,0
718.613,108.762,0,0
718.787,108.798,0,0
718.96,108.73,0,0
719.134,108.647,0,0
719.308,108.561,0,0
719.482,108.469,0,0
719.655,108.428,0,0
719.829,108.472,0,0
720.003,108.581,0,0
720.177,108.732,0,0
720.351,108.867,0,0
720.524,109.042,0,0
720.698,109.224,0,0
720.872,109.319,0,0
721.046,109.403,0,0
721.219,109.471,0,0
721.393,109.576,0,0
721.567,109.638,0,0
721.741,109.803,0,0
721.915,109.946,0,0
722.088,110.08,0,0
722.262,110.255,0,0
722.436,110.458,0,0
722.61,110.687,0,0
722.783,110.813,0,0
722.957,110.941,0,0
723.131,111.012,0,0
723.305,111.008,0,0
723.479,110.962,0,0
723.652,111.002,0,0
723.826,111.052,0,0
724,111.085,0,0
724.174,111.066,0,0
724.348,110.965,0,0
724.521,110.811,0,0
724.695,110.739,0,0
724.869,110.658,0,0
725.043,110.613,0,0
725.217,110.591,0,0
725.391,110.595,0,0
725.564,110.595,0,0
725.738,110.5,0,0
725.912,110.354,0,0
726.086,110.137,0,0
726.26,110.044,0,0
726.433,110.007,0,0
726.607,110.007,0,0
726.781,109.992,0,0
726.955,110.003,0,0
727.129,110.036,0,0
727.303,110.025,0,0
727.476,110.01,0,0
727.65,110.079,0,0
727.824,110.251,0,0
727.998,110.355,0,0
728.172,110.364,0,0
728.346,110.381,0,0
728.52,110.426,0,0
728.693,110.556,0,0
728.867,110.718,0,0
729.041,110.879,0,0
729.215,111.025,0,0
729.389,111.014,0,0
729.563,110.934,0,0
729.736,110.847,0,0
729.91,110.724,0,0
730.084,110.629,0,0
730.258,110.596,0,0
730.432,110.71,0,0
730.606,110.796,0,0
730.78,110.839,0,0
730.954,110.801,0,0
731.127,110.786,0,0
731.301,110.777,0,0
731.475,110.826,0,0
731.649,110.919,0,0
731.823,111.054,0,0
731.997,111.211,0,0
732.171,111.313,0,0
732.345,111.308,0,0
732.518,111.274,0,0
732.692,111.17,0,0
732.866,111.13,0,0
733.04,111.084,0,0
733.214,110.995,0,0
733.388,110.786,0,0
733.562,110.585,0,0
733.736,110.458,0,0
733.91,110.388,0,0
734.083,110.313,0,0
734.257,110.332,0,0
734.431,110.424,0,0
734.605,110.528,0,0
734.779,110.554,0,0
734.953,110.541,0,0
735.127,110.437,0,0
735.301,110.344,0,0
735.475,110.289,0,0
735.649,110.336,0,0
735.823,110.388,0,0
735.996,110.501,0,0
736.17,110.591,0,0
736.344,110.72,0,0
736.518,110.855,0,0
736.692,111.055,0,0
736.866,111.25,0,0
737.04,111.498,0,0
737.214,111.714,0,0
737.388,111.845,0,0
737.562,111.956,0,0
737.736,112.11,0,0
737.91,112.292,0,0
738.084,112.438,0,0
738.258,112.542,0,0
738.431,112.662,0,0
738.605,112.678,0,0
738.779,112.607,0,0
738.953,112.468,0,0
739.127,112.154,0,0
739.301,111.697,0,0
739.475,111.315,0,0
739.649,111.056,0,0
739.823,110.9,0,0
739.997,110.83,0,0
740.171,110.848,0,0
740.345,110.836,0,0
740.519,110.879,0,0
740.693,110.9,0,0
740.867,110.954,0,0
741.041,110.975,0,0
741.215,111.087,0,0
741.389,111.213,0,0
741.563,111.274,0,0
741.737,111.301,0,0
741.911,111.352,0,0
742.085,111.378,0,0
742.259,111.284,0,0
742.433,111.207,0,0
742.607,111.143,0,0
742.781,111.042,0,0
742.955,110.953,0,0
743.129,110.825,0,0
743.303,110.724,0,0
743.476,110.732,0,0
743.65,110.816,0,0
743.824,110.966,0,0
743.998,111.129,0,0
744.172,111.268,0,0
744.346,111.331,0,0
744.52,111.376,0,0
744.694,111.357,0,0
744.868,111.39,0,0
745.042,111.424,0,0
745.216,111.419,0,0
745.39,111.445,0,0
745.564,111.402,0,0
745.739,111.344,0,0
745.913,111.302,0,0
746.087,111.261,0,0
746.261,111.17,0,0
746.435,111.051,0,0
746.609,110.935,0,0
746.783,110.876,0,0
746.957,110.871,0,0
747.131,110.947,0,0
747.305,111.055,0,0
747.479,111.219,0,0
747.653,111.294,0,0
747.827,111.325,0,0
748.001,111.364,0,0
748.175,111.355,0,0
748.349,111.431,0,0
748.523,111.61,0,0
748.697,111.844,0,0
748.871,111.999,0,0
749.045,112.127,0,0
749.219,112.105,0,0
749.393,112.108,0,0
749.567,112.221,0,0
749.741,112.383,0,0
749.915,112.579,0,0
750.089,112.694,0,0
750.263,112.707,0,0
